user_id,division,plan_type,device_type,signup_channel,marketing_campaign,subscription_start_date,cancellation_date
19049,Central,Standard,Desktop,Ads,BlackFriday,2024-11-26,2025-01-16
19050,Central,Standard,Desktop,Referral,,2024-10-22,
19051,East,Basic,Mobile,Organic,SummerSale,2024-08-16,2024-12-14
19052,East,Premium,Mobile,Ads,BlackFriday,2024-11-26,
19053,West,Premium,Mobile,Referral,,2024-07-14,2024-11-16
19054,Central,Standard,Mobile,Ads,Launch2024,2024-01-15,
19055,East,Standard,Mobile,Organic,,2024-07-01,2024-10-23
19056,West,Standard,Desktop,Email,,2024-08-05,
19057,West,Premium,Mobile,Ads,BlackFriday,2024-11-27,
19058,Central,Basic,Tablet,Organic,BlackFriday,2024-11-26,
19059,West,Premium,Desktop,Referral,SpringPromo,2024-03-22,
19060,Central,Premium,Desktop,Ads,,2024-05-03,2024-08-05
19061,Central,Standard,Mobile,Email,SummerSale,2024-08-19,
19062,West,Premium,Mobile,Organic,,2024-07-27,
19063,Central,Standard,Mobile,Referral,SpringPromo,2024-03-30,
19064,West,Basic,Mobile,Email,Launch2024,2024-01-11,
19065,Central,Basic,Mobile,Organic,SummerSale,2024-08-22,2024-09-07
19066,West,Standard,Tablet,Referral,Launch2024,2024-01-13,
19067,Central,Basic,Desktop,Ads,,2024-11-04,
19068,West,Premium,Desktop,Organic,SpringPromo,2024-03-16,2024-05-11
19069,East,Basic,Desktop,Organic,SummerSale,2024-08-20,
19070,West,Premium,Mobile,Ads,Launch2024,2024-01-09,
19071,West,Basic,Desktop,Referral,,2024-03-12,
19072,Central,Standard,Mobile,Email,,2024-02-16,2024-04-06
19073,East,Basic,Mobile,Organic,SpringPromo,2024-03-26,
19074,East,Basic,Desktop,Organic,,2024-08-03,2024-09-19
19075,Central,Basic,Mobile,Organic,,2024-01-21,
19076,Central,Basic,Mobile,Organic,Launch2024,2024-01-07,
19077,West,Premium,Mobile,Email,,2024-07-11,
19078,West,Premium,Desktop,Organic,,2024-11-21,2025-02-17
19079,Central,Standard,Mobile,Referral,BlackFriday,2024-11-29,
19080,Central,Basic,Mobile,Referral,BlackFriday,2024-11-26,2025-01-19
19081,West,Premium,Mobile,Ads,,2024-03-13,
19082,West,Premium,Mobile,Referral,,2024-01-27,
19083,Central,Standard,Tablet,Ads,Launch2024,2024-01-01,
19084,East,Standard,Mobile,Ads,,2024-04-29,
19085,West,Basic,Tablet,Email,SummerSale,2024-08-11,
19086,West,Standard,Mobile,Ads,SpringPromo,2024-03-17,
19087,West,Standard,Mobile,Ads,Launch2024,2024-01-13,
19088,Central,Standard,Mobile,Email,SpringPromo,2024-03-21,
19089,East,Basic,Desktop,Organic,BlackFriday,2024-11-25,
19090,East,Standard,Mobile,Referral,SummerSale,2024-08-24,
19091,Central,Basic,Mobile,Email,SummerSale,2024-08-18,
19092,West,Standard,Mobile,Email,,2024-05-10,
19093,Central,Standard,Mobile,Organic,,2024-07-04,
19094,Central,Basic,Mobile,Ads,Launch2024,2024-01-15,2024-01-31
19095,West,Premium,Mobile,Email,,2024-03-11,2024-04-04
19096,Central,Standard,Desktop,Ads,,2024-09-27,2024-11-18
19097,East,Standard,Desktop,Email,,2024-12-09,
19098,West,Premium,Mobile,Ads,,2024-04-29,
19099,West,Basic,Mobile,Ads,,2024-12-07,
19100,West,Basic,Mobile,Email,BlackFriday,2024-11-29,
19101,West,Standard,Mobile,Organic,BlackFriday,2024-11-25,
19102,Central,Standard,Mobile,Organic,BlackFriday,2024-11-29,
19103,Central,Premium,Tablet,Organic,,2024-02-17,
19104,West,Premium,Mobile,Organic,SummerSale,2024-08-14,2024-12-25
19105,Central,Standard,Tablet,Ads,,2024-11-20,2025-01-30
19106,West,Basic,Mobile,Referral,SummerSale,2024-08-20,2024-12-09
19107,Central,Standard,Desktop,Email,SummerSale,2024-08-23,
19108,West,Premium,Mobile,Referral,,2024-02-23,
19109,West,Premium,Desktop,Email,,2024-04-18,
19110,West,Premium,Mobile,Ads,Launch2024,2024-01-05,
19111,Central,Standard,Mobile,Organic,SummerSale,2024-08-19,
19112,Central,Premium,Mobile,Email,Launch2024,2024-01-04,2024-03-10
19113,West,Basic,Mobile,Ads,,2024-03-10,
19114,West,Premium,Mobile,Ads,BlackFriday,2024-11-27,
19115,West,Premium,Mobile,Ads,,2024-11-05,
19116,West,Premium,Mobile,Organic,Launch2024,2024-01-05,
19117,West,Standard,Desktop,Ads,SummerSale,2024-08-24,
19118,West,Standard,Mobile,Referral,,2024-06-07,
19119,West,Premium,Mobile,Referral,SpringPromo,2024-03-21,
19120,West,Basic,Mobile,Organic,,2024-07-13,
19121,Central,Basic,Mobile,Ads,SummerSale,2024-08-20,
19122,Central,Basic,Mobile,Organic,SpringPromo,2024-03-25,2024-04-19
19123,West,Premium,Desktop,Email,,2024-06-12,
19124,West,Standard,Mobile,Ads,SpringPromo,2024-03-27,
19125,West,Basic,Mobile,Email,,2024-11-10,
19126,Central,Basic,Mobile,Ads,,2024-07-17,2024-11-23
19127,West,Basic,Mobile,Ads,SpringPromo,2024-03-29,
19128,East,Standard,Mobile,Organic,,2024-07-12,
19129,West,Premium,Mobile,Email,BlackFriday,2024-11-25,
19130,Central,Standard,Tablet,Organic,Launch2024,2024-01-15,
19131,West,Standard,Desktop,Ads,,2024-06-06,
19132,Central,Basic,Desktop,Ads,,2024-04-02,
19133,Central,Basic,Tablet,Ads,,2024-05-09,2024-09-10
19134,West,Standard,Desktop,Referral,SpringPromo,2024-03-17,2024-08-04
19135,West,Standard,Desktop,Email,Launch2024,2024-01-11,
19136,West,Basic,Mobile,Email,,2024-08-26,
19137,West,Premium,Desktop,Organic,Launch2024,2024-01-14,
19138,East,Standard,Mobile,Organic,,2024-05-14,2024-08-11
19139,Central,Basic,Desktop,Referral,SummerSale,2024-08-15,
19140,Central,Standard,Desktop,Referral,,2024-05-25,
19141,West,Premium,Mobile,Organic,SpringPromo,2024-03-16,
19142,West,Basic,Mobile,Email,,2024-07-28,
19143,Central,Premium,Desktop,Email,,2024-07-26,
19144,East,Standard,Desktop,Referral,BlackFriday,2024-11-26,2025-02-18
19145,West,Premium,Mobile,Email,BlackFriday,2024-11-29,
19146,Central,Standard,Desktop,Ads,,2024-05-29,
19147,Central,Basic,Mobile,Ads,,2024-08-06,2024-10-21
19148,Central,Basic,Mobile,Ads,SummerSale,2024-08-19,2024-11-05
19149,East,Basic,Tablet,Email,SummerSale,2024-08-22,2024-12-28
19150,East,Basic,Mobile,Referral,SummerSale,2024-08-10,2024-12-29
19151,West,Basic,Mobile,Email,Launch2024,2024-01-01,
19152,West,Premium,Mobile,Email,,2024-09-29,
19153,East,Basic,Desktop,Ads,,2024-07-26,2024-11-13
19154,West,Basic,Desktop,Ads,,2024-07-21,2024-11-17
19155,Central,Standard,Mobile,Organic,SummerSale,2024-08-17,
19156,Central,Standard,Mobile,Referral,,2024-10-21,
19157,West,Premium,Mobile,Email,SpringPromo,2024-03-25,
19158,East,Basic,Mobile,Ads,,2024-05-10,2024-07-10
19159,Central,Standard,Mobile,Organic,Launch2024,2024-01-15,
19160,West,Standard,Mobile,Ads,SummerSale,2024-08-14,
19161,East,Standard,Mobile,Ads,SpringPromo,2024-03-27,2024-05-12
19162,West,Basic,Mobile,Referral,,2024-01-21,
19163,Central,Basic,Desktop,Referral,,2024-04-17,
19164,East,Basic,Mobile,Email,,2024-07-08,
19165,West,Premium,Desktop,Referral,,2024-09-28,
19166,Central,Standard,Mobile,Organic,,2024-06-20,
19167,Central,Standard,Mobile,Organic,Launch2024,2024-01-04,
19168,West,Standard,Mobile,Ads,Launch2024,2024-01-07,
19169,Central,Basic,Mobile,Email,,2024-12-01,
19170,West,Basic,Desktop,Email,SummerSale,2024-08-20,
19171,West,Basic,Mobile,Organic,,2024-07-09,
19172,West,Premium,Desktop,Referral,SpringPromo,2024-03-22,
19173,West,Basic,Mobile,Ads,BlackFriday,2024-11-27,
19174,West,Basic,Desktop,Organic,SummerSale,2024-08-24,
19175,West,Standard,Desktop,Referral,BlackFriday,2024-11-28,
19176,Central,Standard,Desktop,Email,SpringPromo,2024-03-29,
19177,Central,Standard,Mobile,Ads,SpringPromo,2024-03-20,2024-06-20
19178,East,Standard,Mobile,Organic,,2024-10-25,
19179,East,Basic,Mobile,Ads,Launch2024,2024-01-09,2024-05-23
19180,East,Basic,Desktop,Referral,,2024-09-17,
19181,Central,Basic,Desktop,Email,SpringPromo,2024-03-15,
19182,Central,Standard,Desktop,Organic,SummerSale,2024-08-22,
19183,West,Standard,Mobile,Email,BlackFriday,2024-11-26,
19184,West,Premium,Mobile,Referral,,2024-07-07,
19185,West,Premium,Desktop,Referral,Launch2024,2024-01-07,
19186,Central,Basic,Desktop,Referral,,2024-01-01,
19187,West,Premium,Desktop,Organic,,2024-08-29,
19188,West,Standard,Mobile,Email,SpringPromo,2024-03-15,
19189,Central,Premium,Desktop,Referral,Launch2024,2024-01-03,2024-05-13
19190,West,Premium,Mobile,Email,,2024-01-06,
19191,East,Basic,Mobile,Referral,SpringPromo,2024-03-21,2024-06-04
19192,West,Basic,Mobile,Referral,Launch2024,2024-01-05,
19193,West,Standard,Desktop,Ads,Launch2024,2024-01-14,
19194,West,Premium,Mobile,Ads,SpringPromo,2024-03-24,
19195,Central,Standard,Mobile,Email,Launch2024,2024-01-04,
19196,West,Premium,Mobile,Organic,,2024-04-05,
19197,Central,Standard,Mobile,Referral,Launch2024,2024-01-04,
19198,Central,Basic,Mobile,Ads,SpringPromo,2024-03-19,
19199,Central,Basic,Desktop,Email,Launch2024,2024-01-03,
19200,Central,Standard,Desktop,Referral,SpringPromo,2024-03-17,2024-05-23
19201,Central,Premium,Mobile,Email,,2024-07-15,
19202,West,Premium,Desktop,Referral,,2024-04-05,
19203,East,Basic,Desktop,Ads,,2024-04-09,2024-05-16
19204,East,Basic,Desktop,Referral,SummerSale,2024-08-16,
19205,East,Basic,Mobile,Email,,2024-01-26,2024-03-09
19206,West,Standard,Tablet,Email,,2024-07-22,
19207,Central,Basic,Mobile,Organic,Launch2024,2024-01-04,
19208,East,Standard,Mobile,Organic,BlackFriday,2024-11-25,2025-02-09
19209,West,Standard,Desktop,Email,,2024-08-19,
19210,East,Basic,Mobile,Email,Launch2024,2024-01-07,
19211,West,Standard,Mobile,Ads,,2024-03-29,
19212,Central,Basic,Desktop,Organic,,2024-04-24,
19213,East,Basic,Desktop,Email,,2024-08-03,
19214,Central,Basic,Mobile,Referral,SummerSale,2024-08-21,
19215,East,Basic,Mobile,Ads,,2024-07-06,
19216,Central,Basic,Mobile,Email,Launch2024,2024-01-14,
19217,West,Premium,Desktop,Email,BlackFriday,2024-11-28,
19218,East,Basic,Mobile,Organic,SpringPromo,2024-03-21,
19219,East,Basic,Tablet,Organic,SummerSale,2024-08-11,
19220,West,Premium,Tablet,Organic,SpringPromo,2024-03-16,2024-07-12
19221,West,Basic,Desktop,Ads,SummerSale,2024-08-21,
19222,West,Basic,Mobile,Email,,2024-03-06,
19223,West,Premium,Mobile,Ads,,2024-01-20,
19224,Central,Basic,Desktop,Referral,,2024-08-09,
19225,West,Premium,Desktop,Organic,SpringPromo,2024-03-23,
19226,Central,Basic,Mobile,Organic,Launch2024,2024-01-14,
19227,East,Standard,Mobile,Email,BlackFriday,2024-11-27,2025-02-23
19228,Central,Basic,Mobile,Referral,BlackFriday,2024-11-24,
19229,Central,Standard,Mobile,Organic,BlackFriday,2024-11-28,
19230,Central,Standard,Mobile,Organic,SummerSale,2024-08-23,2024-10-07
19231,East,Basic,Desktop,Ads,,2024-04-30,2024-06-19
19232,West,Premium,Mobile,Organic,SummerSale,2024-08-23,
19233,Central,Standard,Desktop,Ads,,2024-08-09,
19234,West,Basic,Mobile,Organic,,2024-07-16,
19235,Central,Standard,Desktop,Ads,,2024-11-19,
19236,West,Basic,Mobile,Ads,BlackFriday,2024-11-29,
19237,West,Premium,Mobile,Email,,2024-08-27,
19238,East,Basic,Mobile,Email,SummerSale,2024-08-15,2025-01-06
19239,West,Premium,Mobile,Organic,SummerSale,2024-08-11,
19240,Central,Standard,Mobile,Email,BlackFriday,2024-11-30,2025-01-06
19241,East,Standard,Desktop,Email,SummerSale,2024-08-25,2024-12-31
19242,West,Basic,Mobile,Organic,SpringPromo,2024-03-19,
19243,Central,Premium,Mobile,Referral,BlackFriday,2024-11-30,
19244,Central,Premium,Mobile,Ads,,2024-09-05,
19245,East,Basic,Mobile,Ads,,2024-03-31,2024-06-13
19246,West,Basic,Mobile,Organic,,2024-08-21,
19247,West,Premium,Mobile,Referral,Launch2024,2024-01-10,
19248,West,Premium,Desktop,Email,BlackFriday,2024-11-25,
19249,West,Premium,Mobile,Organic,Launch2024,2024-01-12,
19250,Central,Standard,Mobile,Email,BlackFriday,2024-11-24,
19251,Central,Standard,Desktop,Ads,,2024-12-01,
19252,West,Standard,Mobile,Ads,,2024-10-09,
19253,Central,Standard,Mobile,Referral,,2024-06-16,
19254,West,Standard,Desktop,Organic,,2024-09-12,
19255,Central,Standard,Desktop,Organic,,2024-03-05,
19256,West,Premium,Mobile,Ads,Launch2024,2024-01-03,
19257,West,Premium,Mobile,Email,,2024-05-09,
19258,Central,Standard,Desktop,Email,Launch2024,2024-01-07,2024-05-18
19259,Central,Premium,Mobile,Ads,SpringPromo,2024-03-16,
19260,Central,Standard,Mobile,Referral,,2024-04-14,
19261,West,Premium,Mobile,Referral,Launch2024,2024-01-13,
19262,Central,Standard,Tablet,Email,,2024-05-21,
19263,East,Basic,Mobile,Organic,,2024-07-20,2024-11-02
19264,West,Premium,Mobile,Ads,Launch2024,2024-01-02,
19265,East,Standard,Desktop,Ads,BlackFriday,2024-11-27,2025-04-26
19266,West,Premium,Desktop,Referral,,2024-06-26,
19267,West,Standard,Tablet,Organic,BlackFriday,2024-11-25,2025-03-23
19268,West,Premium,Desktop,Referral,SpringPromo,2024-03-26,
19269,Central,Standard,Desktop,Organic,Launch2024,2024-01-14,2024-03-11
19270,West,Standard,Mobile,Email,,2024-07-28,
19271,East,Basic,Mobile,Referral,,2024-10-01,2024-12-18
19272,East,Basic,Mobile,Organic,,2024-02-27,
19273,Central,Standard,Mobile,Ads,,2024-05-03,2024-06-24
19274,West,Standard,Desktop,Organic,BlackFriday,2024-11-29,
19275,Central,Standard,Tablet,Referral,,2024-02-02,
19276,East,Basic,Mobile,Ads,Launch2024,2024-01-13,2024-03-29
19277,Central,Standard,Desktop,Organic,BlackFriday,2024-11-27,2025-01-12
19278,East,Premium,Mobile,Referral,,2024-09-24,
19279,West,Standard,Mobile,Organic,,2024-10-18,2025-02-05
19280,Central,Basic,Mobile,Referral,SummerSale,2024-08-22,
19281,East,Standard,Desktop,Ads,,2024-12-28,2025-03-06
19282,West,Premium,Tablet,Organic,SummerSale,2024-08-23,
19283,Central,Standard,Mobile,Organic,,2024-04-08,
19284,Central,Basic,Mobile,Referral,BlackFriday,2024-11-28,
19285,West,Premium,Mobile,Ads,,2024-02-05,
19286,East,Basic,Mobile,Organic,Launch2024,2024-01-07,
19287,West,Premium,Mobile,Email,,2024-10-18,
19288,West,Standard,Mobile,Referral,Launch2024,2024-01-02,
19289,West,Premium,Mobile,Ads,,2024-10-11,
19290,East,Standard,Mobile,Organic,,2024-10-10,2024-12-17
19291,West,Premium,Desktop,Email,,2024-08-04,
19292,Central,Basic,Mobile,Organic,SummerSale,2024-08-20,
19293,West,Premium,Mobile,Ads,BlackFriday,2024-11-29,
19294,West,Premium,Mobile,Email,SpringPromo,2024-03-23,2024-08-19
19295,Central,Premium,Mobile,Referral,,2024-01-25,
19296,West,Premium,Mobile,Ads,,2024-07-16,
19297,West,Standard,Desktop,Referral,SummerSale,2024-08-10,
19298,West,Standard,Tablet,Organic,,2024-09-11,
19299,East,Basic,Desktop,Ads,SummerSale,2024-08-18,
19300,East,Standard,Desktop,Ads,,2024-08-16,
19301,Central,Basic,Desktop,Organic,SpringPromo,2024-03-23,
19302,Central,Standard,Mobile,Organic,BlackFriday,2024-11-29,
19303,West,Standard,Desktop,Email,,2024-03-22,
19304,West,Premium,Mobile,Organic,BlackFriday,2024-11-27,
19305,West,Standard,Tablet,Email,,2024-08-09,
19306,West,Basic,Mobile,Ads,SpringPromo,2024-03-21,
19307,Central,Premium,Mobile,Ads,Launch2024,2024-01-02,2024-04-16
19308,East,Basic,Mobile,Ads,,2024-02-18,
19309,West,Premium,Desktop,Ads,SpringPromo,2024-03-27,2024-07-07
19310,West,Premium,Mobile,Ads,SpringPromo,2024-03-24,2024-05-31
19311,West,Premium,Desktop,Ads,,2024-10-22,2024-12-13
19312,Central,Premium,Desktop,Ads,,2024-02-14,2024-02-26
19313,West,Standard,Mobile,Referral,BlackFriday,2024-11-24,2025-04-21
19314,West,Premium,Mobile,Referral,Launch2024,2024-01-07,2024-04-02
19315,Central,Basic,Mobile,Email,Launch2024,2024-01-06,
19316,East,Basic,Mobile,Ads,SummerSale,2024-08-18,2024-12-11
19317,West,Premium,Mobile,Ads,,2024-02-12,
19318,Central,Premium,Tablet,Organic,SummerSale,2024-08-19,
19319,West,Premium,Desktop,Organic,BlackFriday,2024-11-28,
19320,West,Basic,Desktop,Ads,,2024-12-30,
19321,East,Basic,Mobile,Referral,,2024-06-03,
19322,West,Premium,Mobile,Ads,,2024-07-29,
19323,Central,Standard,Desktop,Email,,2024-10-07,
19324,West,Premium,Tablet,Email,,2024-12-11,
19325,Central,Premium,Mobile,Referral,BlackFriday,2024-11-25,
19326,East,Basic,Mobile,Email,SummerSale,2024-08-18,2024-09-16
19327,Central,Standard,Mobile,Ads,SpringPromo,2024-03-19,
19328,Central,Premium,Mobile,Email,Launch2024,2024-01-09,2024-05-03
19329,Central,Premium,Desktop,Referral,SpringPromo,2024-03-16,2024-05-24
19330,West,Premium,Tablet,Ads,,2024-05-26,
19331,West,Standard,Desktop,Ads,SummerSale,2024-08-10,
19332,West,Standard,Mobile,Email,BlackFriday,2024-11-28,
19333,Central,Basic,Tablet,Organic,,2024-10-17,2024-12-14
19334,Central,Standard,Mobile,Organic,SummerSale,2024-08-13,
19335,Central,Premium,Mobile,Referral,SpringPromo,2024-03-15,
19336,East,Basic,Mobile,Organic,BlackFriday,2024-11-26,
19337,East,Standard,Mobile,Ads,BlackFriday,2024-11-29,
19338,West,Premium,Mobile,Ads,BlackFriday,2024-11-29,
19339,West,Premium,Mobile,Email,BlackFriday,2024-11-30,
19340,Central,Premium,Mobile,Referral,,2024-09-23,
19341,Central,Basic,Desktop,Referral,,2024-06-01,
19342,Central,Standard,Desktop,Organic,BlackFriday,2024-11-29,
19343,Central,Basic,Desktop,Email,BlackFriday,2024-11-26,
19344,West,Premium,Mobile,Ads,,2024-12-10,2025-03-08
19345,East,Basic,Mobile,Organic,,2024-05-15,
19346,West,Basic,Desktop,Ads,,2024-03-17,2024-06-08
19347,West,Standard,Mobile,Organic,,2024-11-13,
19348,West,Basic,Desktop,Email,SpringPromo,2024-03-28,
19349,East,Standard,Mobile,Ads,BlackFriday,2024-11-26,
19350,East,Basic,Tablet,Ads,SummerSale,2024-08-20,2024-12-31
19351,West,Standard,Mobile,Organic,SummerSale,2024-08-25,
19352,West,Premium,Mobile,Organic,,2024-08-15,
19353,East,Standard,Desktop,Ads,Launch2024,2024-01-01,2024-03-01
19354,Central,Premium,Mobile,Ads,Launch2024,2024-01-15,
19355,Central,Standard,Mobile,Email,BlackFriday,2024-11-29,
19356,Central,Standard,Mobile,Ads,SpringPromo,2024-03-16,
19357,East,Standard,Mobile,Organic,BlackFriday,2024-11-24,2025-02-04
19358,West,Standard,Mobile,Organic,SummerSale,2024-08-25,
19359,West,Premium,Mobile,Referral,SpringPromo,2024-03-23,
19360,West,Standard,Desktop,Ads,BlackFriday,2024-11-30,
19361,West,Basic,Tablet,Email,SummerSale,2024-08-17,
19362,Central,Basic,Mobile,Organic,,2024-12-27,2025-01-08
19363,West,Premium,Mobile,Organic,Launch2024,2024-01-15,2024-02-05
19364,Central,Premium,Mobile,Referral,,2024-09-27,2024-10-31
19365,West,Basic,Mobile,Referral,,2024-02-09,
19366,Central,Basic,Mobile,Email,,2024-01-07,
19367,West,Basic,Desktop,Referral,BlackFriday,2024-11-24,
19368,West,Premium,Mobile,Referral,BlackFriday,2024-11-27,
19369,East,Standard,Mobile,Ads,BlackFriday,2024-11-30,2025-02-01
19370,West,Premium,Tablet,Ads,SummerSale,2024-08-13,
19371,Central,Basic,Mobile,Ads,,2024-01-27,2024-02-22
19372,West,Premium,Desktop,Email,SpringPromo,2024-03-16,
19373,Central,Basic,Mobile,Referral,SummerSale,2024-08-19,
19374,East,Basic,Mobile,Ads,,2024-08-06,2024-09-14
19375,East,Basic,Mobile,Referral,,2024-03-03,2024-06-05
19376,Central,Basic,Mobile,Ads,Launch2024,2024-01-10,
19377,Central,Standard,Mobile,Referral,BlackFriday,2024-11-24,2024-12-15
19378,Central,Premium,Desktop,Referral,BlackFriday,2024-11-29,
19379,Central,Standard,Mobile,Organic,,2024-01-21,2024-06-16
19380,Central,Premium,Mobile,Email,Launch2024,2024-01-09,
19381,East,Basic,Mobile,Email,SummerSale,2024-08-25,
19382,Central,Standard,Desktop,Email,Launch2024,2024-01-06,
19383,Central,Basic,Mobile,Email,,2024-10-11,2024-10-28
19384,West,Basic,Desktop,Ads,,2024-03-21,
19385,West,Basic,Mobile,Email,Launch2024,2024-01-01,
19386,Central,Standard,Mobile,Organic,Launch2024,2024-01-10,2024-05-11
19387,Central,Basic,Desktop,Referral,,2024-08-21,
19388,West,Premium,Desktop,Organic,,2024-10-10,
19389,Central,Basic,Mobile,Referral,SpringPromo,2024-03-15,2024-06-05
19390,Central,Standard,Desktop,Referral,,2024-09-17,2025-01-10
19391,East,Standard,Desktop,Email,,2024-03-05,
19392,Central,Premium,Mobile,Referral,SpringPromo,2024-03-18,
19393,West,Standard,Desktop,Organic,,2024-06-20,
19394,Central,Premium,Mobile,Email,SummerSale,2024-08-20,
19395,East,Basic,Mobile,Organic,BlackFriday,2024-11-29,2025-03-15
19396,West,Basic,Desktop,Referral,BlackFriday,2024-11-29,
19397,East,Standard,Mobile,Organic,BlackFriday,2024-11-27,
19398,Central,Basic,Mobile,Ads,SpringPromo,2024-03-18,
19399,West,Premium,Mobile,Email,BlackFriday,2024-11-30,
19400,East,Standard,Tablet,Organic,,2024-04-26,
19401,Central,Standard,Mobile,Ads,,2024-11-26,
19402,Central,Premium,Mobile,Referral,,2024-03-07,
19403,East,Basic,Desktop,Ads,Launch2024,2024-01-10,2024-03-10
19404,East,Basic,Desktop,Organic,,2024-06-13,2024-10-30
19405,West,Basic,Tablet,Organic,,2024-03-28,2024-06-21
19406,West,Basic,Desktop,Ads,,2024-06-06,2024-10-06
19407,East,Basic,Desktop,Organic,,2024-11-12,
19408,Central,Basic,Mobile,Email,SummerSale,2024-08-23,
19409,West,Premium,Desktop,Organic,SpringPromo,2024-03-18,
19410,Central,Premium,Mobile,Organic,SpringPromo,2024-03-21,2024-07-12
19411,West,Premium,Mobile,Referral,SpringPromo,2024-03-19,
19412,West,Premium,Mobile,Organic,Launch2024,2024-01-05,2024-06-03
19413,Central,Basic,Desktop,Ads,SpringPromo,2024-03-17,
19414,West,Standard,Mobile,Ads,,2024-05-11,
19415,West,Standard,Desktop,Referral,SpringPromo,2024-03-24,
19416,East,Basic,Mobile,Email,BlackFriday,2024-11-25,
19417,West,Standard,Desktop,Ads,Launch2024,2024-01-01,
19418,Central,Standard,Mobile,Referral,Launch2024,2024-01-03,
19419,Central,Premium,Tablet,Organic,BlackFriday,2024-11-24,
19420,Central,Basic,Mobile,Ads,,2024-08-02,
19421,West,Premium,Mobile,Referral,SummerSale,2024-08-21,
19422,Central,Standard,Mobile,Ads,Launch2024,2024-01-07,2024-05-02
19423,Central,Premium,Mobile,Ads,SpringPromo,2024-03-30,
19424,West,Premium,Mobile,Referral,BlackFriday,2024-11-25,2024-12-27
19425,West,Basic,Desktop,Organic,Launch2024,2024-01-11,
19426,Central,Standard,Mobile,Ads,BlackFriday,2024-11-27,
19427,West,Premium,Mobile,Email,,2024-09-16,
19428,Central,Basic,Mobile,Organic,BlackFriday,2024-11-29,
19429,West,Standard,Desktop,Ads,BlackFriday,2024-11-28,
19430,West,Standard,Desktop,Ads,,2024-12-11,
19431,West,Premium,Desktop,Email,,2024-12-26,
19432,West,Standard,Desktop,Organic,SummerSale,2024-08-18,
19433,West,Standard,Desktop,Referral,Launch2024,2024-01-06,2024-03-11
19434,East,Basic,Mobile,Organic,,2024-11-29,
19435,West,Premium,Mobile,Organic,BlackFriday,2024-11-25,
19436,Central,Basic,Mobile,Ads,,2024-07-07,
19437,West,Basic,Desktop,Email,,2024-03-22,
19438,Central,Basic,Mobile,Ads,,2024-01-15,2024-05-31
19439,Central,Premium,Mobile,Email,Launch2024,2024-01-10,
19440,Central,Basic,Mobile,Organic,Launch2024,2024-01-08,
19441,West,Premium,Mobile,Email,BlackFriday,2024-11-27,
19442,East,Standard,Desktop,Organic,,2024-07-15,
19443,East,Basic,Desktop,Email,Launch2024,2024-01-14,
19444,West,Basic,Tablet,Ads,Launch2024,2024-01-03,
19445,East,Standard,Mobile,Organic,Launch2024,2024-01-08,
19446,West,Standard,Desktop,Referral,SummerSale,2024-08-25,
19447,West,Premium,Desktop,Referral,SummerSale,2024-08-23,
19448,Central,Basic,Mobile,Organic,,2024-07-14,
19449,East,Basic,Mobile,Organic,SpringPromo,2024-03-24,
19450,Central,Basic,Mobile,Referral,,2024-01-09,2024-04-29
19451,West,Premium,Desktop,Referral,BlackFriday,2024-11-26,
19452,East,Basic,Mobile,Referral,SummerSale,2024-08-13,
19453,East,Basic,Mobile,Ads,BlackFriday,2024-11-27,2025-01-16
19454,East,Basic,Desktop,Referral,BlackFriday,2024-11-27,2025-01-20
19455,East,Basic,Mobile,Organic,SummerSale,2024-08-23,
19456,East,Premium,Mobile,Referral,SummerSale,2024-08-16,
19457,Central,Standard,Tablet,Ads,,2024-05-19,
19458,Central,Basic,Desktop,Ads,,2024-04-21,
19459,West,Premium,Mobile,Ads,SpringPromo,2024-03-28,
19460,East,Premium,Mobile,Organic,,2024-05-09,2024-09-01
19461,West,Premium,Tablet,Referral,,2024-04-05,
19462,East,Standard,Mobile,Ads,,2024-04-24,2024-06-03
19463,Central,Basic,Mobile,Email,,2024-07-06,
19464,Central,Basic,Mobile,Ads,SummerSale,2024-08-18,
19465,Central,Basic,Desktop,Organic,SpringPromo,2024-03-16,2024-06-09
19466,Central,Standard,Tablet,Email,,2024-07-02,2024-08-20
19467,Central,Premium,Desktop,Ads,SpringPromo,2024-03-17,2024-05-18
19468,West,Standard,Mobile,Ads,,2024-12-10,
19469,West,Standard,Desktop,Organic,,2024-04-05,
19470,West,Standard,Mobile,Referral,BlackFriday,2024-11-26,
19471,Central,Basic,Mobile,Organic,Launch2024,2024-01-11,
19472,Central,Basic,Mobile,Email,Launch2024,2024-01-04,
19473,Central,Standard,Desktop,Ads,,2024-03-19,
19474,Central,Premium,Mobile,Organic,BlackFriday,2024-11-25,
19475,West,Premium,Mobile,Email,BlackFriday,2024-11-29,
19476,Central,Premium,Desktop,Ads,BlackFriday,2024-11-28,
19477,Central,Premium,Desktop,Ads,SpringPromo,2024-03-16,2024-05-15
19478,Central,Standard,Tablet,Ads,,2024-09-30,
19479,Central,Basic,Mobile,Ads,SummerSale,2024-08-11,
19480,West,Basic,Tablet,Referral,BlackFriday,2024-11-24,
19481,Central,Premium,Desktop,Organic,,2024-08-04,
19482,East,Basic,Desktop,Referral,SummerSale,2024-08-23,2024-12-19
19483,East,Standard,Mobile,Organic,SpringPromo,2024-03-20,2024-08-11
19484,Central,Standard,Desktop,Organic,BlackFriday,2024-11-27,
